id,česky,english,pronunciation
3825,jaro,spring,/sprɪŋ/
3826,odstavec,paragraph,/pærəgræf/
3827,pták,bird,/bɜːrd/
3828,růst,grow,/grəʊ/
3829,droga,drug,/drʌg/
3830,politika (vládní,policy,/pɑːləsiː/
3831,národ,nation,/neɪʃən/
3832,slepý,blind,/blaɪnd/
3833,diskutovat,discuss,/dɪskʌs/
3834,můj,mine,/maɪn/
3835,lži,ski,/skiː/
3836,lavice,bench,/beɪnʧ/
3837,ohromný,great,/greɪt/
3838,představení,performance,/pɜːrfɔːrməns/
3839,řada,row,/rəʊ/
3840,vstoupit,enter,/eɪntɜːr/
3841,dějiny,history,/hɪstɜːriː/
3842,noha,leg,/leɪg/
3843,hodit,throw,/θrəʊ/
3844,míč(ek),ball,/bɔːl/
3845,krása,beauty,/bjuːtiː/
3846,(vý)stavba,construction,/kənstrʌkʃən/
3847,hráz,dam,/dæm/
3848,vlas(y),hair,/heɪr/
3849,krčma,pub,/pʌb/
3850,říčka,stream,/striːm/
3851,pozdrav(ení),greeting,/griːtɪŋ/
3852,čtvrtý,fourth,/fɔːrθ/
3853,pátý,fifth,/fɪfθ/
3854,hornina,rock,/rɑːk/
3855,skořápka,shell,/ʃeɪl/
3856,sakra!,damn,/dæm/
3857,svítání,dawn,/dɔːn/
3858,(do)vléct,drag,/dræg/
3859,loď,ship,/ʃɪp/
3860,vystavit,display,/dɪspleɪ/
3861,nástroj,instrument,/ɪnstrəmənt/
3862,slíbit co,promise,/prɑːməs/
3863,výstava,exhibition,/ɛksəbɪʃən/
3864,držet (se),hold,/həʊld/
3865,kapitál,capital,/kæpətəl/
3866,kostel,church,/ʧɜːrʧ/
3867,zem(ě),country,/kʌntriː/
3868,podrobnost,detail,/dɪteɪl/
3869,domluvená schůzka,engagement,/ɛngeɪʤmənt/
3870,muzeum,museum,/mjuːziːəm/
3871,původ,background,/bækgraʊnd/
3872,banka,bank,/bæŋk/
3873,nestvůra,monster,/mɑːnstɜːr/
3874,tajný,secret,/siːkrət/
3875,smrt,death,/deɪθ/
3876,neúspěch,failure,/feɪljɜːr/
3877,nakladatel,publisher,/pʌblɪʃɜːr/
3878,naprostý,complete,/kəmpliːt/
3879,projevovat (příznaky ap.),exhibit,/ɪgzɪbɪt/
3880,koncese,licence,/laɪsəns/
3881,fotka,photo,/fəʊtəʊ/
3882,(pro/o)věřit (si),check,/ʧeɪk/
3883,pult,counter,/kaʊntɜːr/
3884,spojovatel(ka),operator,/ɑːpɜːreɪtɜːr/
3885,příkaz,order,/ɔːrdɜːr/
3886,zpráva,message,/meɪsəʤ/
3887,(za)nést,carry,/kæriː/
3888,městský,city,/sɪtiː/
3889,dopisování (si),correspondence,/kɔːrəspɑːndəns/
3890,počáteční,initial,/ɪnɪʃəl/
3891,svíčka,candle,/kændəl/
3892,koleda,carol,/kærəl/
3893,zvyk(lost),custom,/kʌstəm/
3894,příležitost,occasion,/əkeɪʒən/
3895,krabice,box,/bɑːks/
3896,sladkost(i),candy,/kændiː/
3897,tančit,dance,/dæns/
3898,maska,mask,/mæsk/
3899,plakát,poster,/pəʊstɜːr/
3900,(první) cena,prize,/praɪz/
3901,palivo(vý),fuel,/fjuːəl/
3902,karta,card,/kɑːrd/
3903,židle,chair,/ʧeɪr/
3904,pohroma,disaster,/dɪzæstɜːr/
3905,spojení,communication,/kəmjuːnəkeɪʃən/
3906,ryba,fish,/fɪʃ/
3907,zem,ground,/graʊnd/
3908,komedie,comedy,/kɑːmədiː/
3909,malba,painting,/peɪntɪŋ/
3910,říše,empire,/eɪmpaɪɜːr/
3911,příjezd,arrival,/ɜːraɪvəl/
3912,miminko,baby,/beɪbiː/
3913,opatrný,careful,/keɪrfəl/
3914,(na)krmit,feed,/fiːd/
3915,kojenec,infant,/ɪnfənt/
3916,pokusit se,attempt,/əteɪmpt/
3917,svoboda,freedom,/friːdəm/
3918,(vy)konat,perform,/pɜːrfɔːrm/
3919,líbat,kiss,/kɪs/
3920,záležet komu na čem,care,/keɪr/
3921,vyvíjet se v co,develop,/dɪveɪləp/
3922,mrak,cloud,/klaʊd/
3923,bazén,pool,/puːl/
3924,starost,concern,/kənsɜːrn/
3925,vlajka,flag,/flæg/
3926,shánět (se),hunt,/hʌnt/
3927,ochrana,protection,/prəteɪkʃən/
3928,stanice,station,/steɪʃən/
3929,obrovský,giant,/ʤaɪənt/
3930,vrchol (procesu),peak,/piːk/
3931,výhrada,reservation,/rɛzɜːrveɪʃən/
3932,nákladní auto,truck,/trʌk/
3933,ústava,constitution,/kɑːnstətuːʃən/
3934,dvojitý,double,/dʌbəl/
3935,zakladatel,founder,/faʊndɜːr/
3936,spodní,lower,/ləʊɜːr/
3937,králík,rabbit,/ræbət/
3938,obřad,ceremony,/seɪrəməʊniː/
3939,návrh,proposal,/prəpəʊzəl/
3940,obchodní,commercial,/kəmɜːrʃəl/
3941,prázdný,empty,/eɪmptiː/
3942,chemický,chemical,/keɪməkəl/
3943,volba,election,/ɪleɪkʃən/
3944,inflace,inflation,/ɪnfleɪʃən/
3945,zabít,kill,/kɪl/
3946,království,kingdom,/kɪŋdəm/
3947,růst,growth,/grəʊθ/
3948,základní,basic,/beɪsɪk/
3949,narození,birth,/bɜːrθ/
3950,strach,fear,/fɪr/
3951,krize,crisis,/kraɪsəs/
3952,ublížit zranit koho,harm,/hɑːrm/
3953,buňka,cell,/seɪl/
3954,deník,diary,/daɪɜːriː/
3955,mimořádná událost,emergency,/ɪmɜːrʤənsiː/
3956,součást(ka),component,/kəmpəʊnənt/
3957,sloup,column,/kɑːləm/
3958,(uzavřený) areál,compound,/kɑːmpaʊnd/
3959,připojit se,join,/ʤɔɪn/
3960,možnost,possibility,/pɑːsəbɪlətiː/
3961,spodní část,base,/beɪs/
3962,knihovna,library,/laɪbrɛriː/
3963,špinavý,dirty,/dɜːrtiː/
3964,seznam,list,/lɪst/
3965,strop (i přen.),ceiling,/siːlɪŋ/
3966,pohřeb,funeral,/fjuːnɜːrəl/
3967,krk,neck,/neɪk/
3968,zakládání (složek do evidence ap.),filling,/fɪlɪŋ/
3969,halový,indoor,/ɪndɔːr/
3970,suchý,dry,/draɪ/
3971,dobrovolník,volunteer,/vɑːləntɪr/
3972,poškodit,damage,/dæməʤ/
3973,prach,dust,/dʌst/
3974,zářivě se usmívat,beam,/biːm/
3975,účinnost,efficiency,/ɪfɪʃənsiː/
3976,ležet,lie,/laɪ/
3977,tuleň,seal,/siːl/
3978,dar (charitě),donation,/dəʊneɪʃən/
3979,vstup,entry,/eɪntriː/
3980,zajmout,capture,/kæpʧɜːr/
3981,(velko)obchodník,merchant,/mɜːrʧənt/
3982,vrstva čeho,layer,/leɪɜːr/
3983,údržba,maintenance,/meɪntənəns/
3984,vyrovnat,offset,/ɔːfseɪt/
3985,začít (pak) s čím,proceed,/prəsiːd/
3986,kápě,hood,/hʊd/
3987,obvod,circuit,/sɜːrkət/
3988,škála,range,/reɪnʤ/
3989,práh (domu,threshold,/θreɪʃəʊld/
3990,ji,her,/hɜːr/
3991,hodiny,clock,/klɑːk/
3992,byt,apartment,/əpɑːrtmənt/
3993,pero,pen,/peɪn/
3994,spaní,sleep,/sliːp/
3995,rychlost,speed,/spiːd/
3996,film,film,/fɪlm/
3997,ptát se,ask,/æsk/
3998,profesor,professor,/prəfeɪsɜːr/
3999,zpravodaj,reporter,/rɪpɔːrtɜːr/
4000,baterie,battery,/bætɜːriː/
4001,kapsa (kalhot ap.),pocket,/pɑːkət/
4002,kočka,cat,/kæt/
4003,pepř,pepper,/peɪpɜːr/
4004,(pro)střední,medium,/miːdiːəm/
4005,dopravní prostředek,transport,/trənspɔːrt/
4006,krajní,extreme,/ɛkstriːm/
4007,centrála,headquarters,/heɪdkwɔːrtɜːrz/
4008,vesmír,universe,/juːnəvɜːrs/
4009,mající nastat,due,/duː/
4010,zrní,corn,/kɔːrn/
4011,injekce (i přen.),injection,/ɪnʤeɪkʃən/
4012,špička,tip,/tɪp/
4013,pohodlí,convenience,/kənviːnjəns/
4014,bitva,battle,/bætəl/
4015,deprese,depression,/dɪpreɪʃən/
4016,kapitola,chapter,/ʧæptɜːr/
4017,hostitel,host,/həʊst/
4018,zvrátit,reverse,/rɪvɜːrs/
4019,kodex,code,/kəʊd/
4020,rozpočet,budget,/bʌʤɪt/
4021,shromáždění,gathering,/gæðɜːrɪŋ/
4022,přejezd,crossing,/krɔːsɪŋ/
4023,modlení,prayer,/preɪr/
4024,dokument,documentary,/dɑːkjəmeɪntɜːriː/
4025,pronálsedovat,chase,/ʧeɪs/
4026,lovec,hunter,/hʌntɜːr/
4027,fotografování,photography,/fətɑːgrəfiː/
4028,tekutina,fluid,/fluːəd/
4029,střežit,guard,/gɑːrd/
4030,půjčka,loan,/ləʊn/
4031,(ú)kryt (před nebezpečím ap.),shelter,/ʃeɪltɜːr/
4032,zřídit,establish,/ɪstæblɪʃ/
4033,pohled ze strany,profile,/prəʊfaɪl/
4034,obsazení,cast,/kæst/
4035,(na/vy/od)kopnout,kick,/kɪk/
4036,buben,drum,/drʌm/
4037,peklo,hell,/heɪl/
4038,posádka,crew,/kruː/
4039,rozhodný,critical,/krɪtɪkəl/
4040,(s)kutálet (se),roll,/rəʊl/
4041,kruh,circle,/sɜːrkəl/
4042,jet/jezdit na kole,cycle,/saɪkəl/
4043,rozšíření,expansion,/ɪkspænʃən/
4044,žurnál,journal,/ʤɜːrnəl/
4045,rozesílání,distribution,/dɪstrəbjuːʃən/
4046,přednost,priority,/praɪɔːrətiː/
4047,podání (způsob vyjádření),presentation,/prɛzənteɪʃən/
4048,stížnost,complaint,/kəmpleɪnt/
4049,závěr(y),findings,/faɪndɪŋz/
4050,nadbytek,excess,/eɪksɛs/
4051,řetěz,chain,/ʧeɪn/
4052,dokument,document,/dɑːkjəmɛnt/
4053,pracovní verze,draft,/dræft/
4054,dopad,impact,/ɪmpækt/
4055,nastínit,outline,/aʊtlaɪn/
4056,připravit,prepare,/priːpeɪr/
4057,závazek,obligation,/ɑːbləgeɪʃən/
4058,jednotkový,unit,/juːnət/
4059,zařízení,facility,/fəsɪlɪtiː/
4060,výdaj(e),expenditure,/ɪkspeɪndəʧɜːr/
4061,přímý,direct,/dɜːreɪkt/
4062,kandidát,candidate,/kændədeɪt/
4063,požadavek (pro přijetí ap.),requirement,/rɪkwaɪrmənt/
4064,úvodní,opening,/əʊpənɪŋ/
4065,kvalifikovaný,qualified,/kwɑːləfaɪd/
4066,doručení,delivery,/dɪlɪvɜːriː/
4067,kampaň(ový),campaign,/kəmpeɪn/
4068,pohlaví,gender,/ʤeɪndɜːr/
4069,výčet,listing,/lɪstɪŋ/
4070,rámec (obecná struktura),framework,/freɪmwɜːrk/
4071,distributor,distributor,/dɪstrɪbjətɜːr/
4072,předběžný,preliminary,/prɪlɪmənɛriː/
4073,obchodník,dealer,/diːlɜːr/
4074,demonstrace,demonstration,/dɛmənstreɪʃən/
4075,prémie,bonus,/bəʊnəs/
4076,(z)realizovat,implement,/ɪmpləmənt/
4077,(za)ručit,guarantee,/gɛrəntiː/
4078,závazek,commitment,/kəmɪtmənt/
4079,gang,gang,/gæŋ/
4080,ucho,ear,/iːr/
4081,kalendář(ový),calendar,/kæləndɜːr/
4082,citron(ový),lemon,/leɪmən/
4083,kouzlo,magic,/mæʤɪk/
4084,prášek,powder,/paʊdɜːr/
4085,(za)útočit,attack,/ətæk/
4086,pracující,working,/wɜːrkɪŋ/
4087,drak,dragon,/drægən/
4088,dítě,kid,/kɪd/
4089,prohlížeč,browser,/braʊzɜːr/
4090,porucha,disorder,/dɪsɔːrdɜːr/
4091,zařízení,device,/dɪvaɪs/
4092,zastupovat,represent,/rɛprɪzeɪnt/
4093,směr(ový),direction,/dɜːreɪkʃən/
4094,břímě,burden,/bɜːrdən/
4095,nedodržet,default,/dɪfɔːlt/
4096,výpočet,calculation,/kælkjəleɪʃən/
4097,přispění,contribution,/kɑːntrəbjuːʃən/
4098,(vy)těžit,extract,/eɪkstrækt/
4099,kázeň,discipline,/dɪsəplən/
4100,pojem,concept,/kɑːnsɛpt/
4101,závod,enterprise,/eɪntɜːrpraɪz/
4102,pověřit,commission,/kəmɪʃən/
4103,hacker(ský) (slang.),hacker,/hækɜːr/
4104,(za)knihování,registration,/rɛʤɪstreɪʃən/
4105,pozemní hokej (GB),hockey,/hɑːkiː/
4106,vana,bath,/bæθ/
4107,skončit co,quit,/kwɪt/
4108,zbraň,gun,/gʌn/
4109,mlékárna,dairy,/deɪriː/
4110,patent,patent,/pætənt/
4111,viset,hang,/hæŋ/
4112,členové královských rodin,royalty,/rɔɪəltiː/
4113,soutěž(ení),contest,/kɑːntɛst/
4114,utéct,escape,/ɪskeɪp/
4115,vražda,murder,/mɜːrdɜːr/
4116,zlo,evil,/iːvəl/
4117,povídat si,chat,/ʧæt/
4118,(na)instalovat,install,/ɪnstɔːl/
4119,kupující,buyer,/baɪɜːr/
4120,ekomomika,economics,/ɛkənɑːmɪks/
4121,záblesk,flash,/flæʃ/
4122,záření,radiation,/reɪdiːeɪʃən/
4123,beton,concrete,/kənkriːt/
4124,železo,iron,/aɪɜːrn/
4125,včela,bee,/biː/
4126,pás(ek),belt,/beɪlt/
4127,tělo,body,/bɑːdiː/
4128,schopnost,capacity,/kəpæsətiː/
4129,keramika,ceramic,/sɜːræmɪk/
4130,(o)komentovat,comment,/kɑːmɛnt/
4131,sjezd,congress,/kɑːŋgrəs/
4132,zvyklost,convention,/kənveɪnʃən/
4133,rada,council,/kaʊnsəl/
4134,měna,currency,/kɜːrənsiː/
4135,paluba,deck,/deɪk/
4136,potíž,difficulty,/dɪfəkəltiː/
4137,zjištění,discovery,/dɪskʌvɜːriː/
4138,výdělek,earnings,/ɜːrnɪŋz/
4139,redaktor,editor,/eɪdətɜːr/
4140,nepřítel,enemy,/eɪnəmiː/
4141,být,exist,/ɪgzɪst/
4142,výdaj,expense,/ɪkspeɪns/
4143,liška,fox,/fɑːks/
4144,hrubý (přestupek ap.),gross,/grəʊs/
4145,zabiják,killer,/kɪlɜːr/
4146,prádlo,laundry,/lɔːndriː/
4147,spolek,league,/liːg/
4148,kůže,leather,/leɪðɜːr/
4149,pověst,legend,/leɪʤənd/
4150,úroveň,level,/leɪvəl/
4151,svoboda,liberty,/lɪbɜːrtiː/
4152,lord,lord,/lɔːrd/
4153,ztráta,loss,/lɔːs/
4154,tržiště,marketplace,/mɑːrkətpleɪs/
4155,považovat,regard,/rɪgɑːrd/
4156,odstranění,removal,/rɪmuːvəl/
4157,zástupce,representative,/rɛprəzeɪntətɪv/
4158,půda,soil,/sɔɪl/
4159,archiv,archive,/ɑːrkaɪv/
4160,bomba,bomb,/bɑːm/
4161,brzda (vozidla ap.),brake,/breɪk/
4162,tečka,dot,/dɑːt/
4163,šňůra,cord,/kɔːrd/
4164,přítomnost,attendance,/əteɪndəns/
4165,zvíře,beast,/biːst/
4166,přenést,transfer,/trənsfɜːr/
4167,společný,combined,/kəmbaɪnd/
4168,(s)míchat (se),blend,/bleɪnd/
4169,(roz/od)dělení,division,/dɪvɪʒən/
4170,bytost,being,/biːɪŋ/
4171,soustředění,concentration,/kɑːnsəntreɪʃən/
4172,diagram,chart,/ʧɑːrt/
4173,ekologický,environmental,/ɪnvaɪrənmeɪntəl/
4174,balíček,package,/pækəʤ/
4175,panel,panel,/pænəl/
4176,přenos,transmission,/trənsmɪʃən/
4177,šéf,chief,/ʧiːf/
4178,bas(ista),bass,/bæs/
4179,vystavení,exposure,/ɪkspəʊʒɜːr/
4180,ženského pohlaví,female,/fiːmeɪl/
4181,funkce,function,/fʌŋkʃən/
4182,fond,fund,/fʌnd/
4183,hák,hook,/hʊk/
4184,ztotožnění (se),identification,/aɪdɛntəfəkeɪʃən/
4185,inkoust,ink,/ɪŋk/
4186,čočka,lens,/leɪnz/
4187,členství,membership,/meɪmbɜːrʃɪp/
4188,ministerstvo,ministry,/mɪnəstriː/
4189,(z)monitorovat,monitor,/mɑːnətɜːr/
4190,sluchátko (telefonu),receiver,/rəsiːvɜːr/
4191,šok,shock,/ʃɑːk/
4192,přívěs(né vozidlo),trailer,/treɪlɜːr/
4193,odpor,resistance,/rɪzɪstəns/
4194,chyba,error,/eɪrɜːr/
4195,červovitý přívěsek,appendix,/əpeɪndɪks/
4196,armáda,army,/ɑːrmiː/
4197,osel,ass,/æs/
4198,atom,atom,/ætəm/
4199,advokát,attorney,/ətɜːrniː/
4200,přitažlivost,attraction,/ətrækʃən/
4201,transparent,banner,/bænɜːr/
4202,baptista,baptist,/bæptəst/
4203,bobr,beaver,/biːvɜːr/
4204,dvojkový,binary,/baɪnɜːriː/
4205,prázdný,blank,/blæŋk/
4206,záložka (internetová,bookmark,/bʊkmɑːrk/
4207,hmyz,bug,/bʌg/
4208,vitrínka,cabinet,/kæbənət/
4209,mezipaměť,cache,/kæʃ/
4210,kalkulačka,calculator,/kælkjəleɪtɜːr/
4211,kanovník,canon,/kænən/
4212,plátno (pevné,canvas,/kænvəs/
4213,transportét,carrier,/kæriːɜːr/
4214,městský,civic,/sɪvɪk/
4215,spon(k)a,clip,/klɪp/
4216,přesná kopie (o člověku),clone,/kləʊn/
4217,kohout,cock,/kɑːk/
4218,velitel,commander,/kəmændɜːr/
4219,kompilace,compilation,/kɑːmpəleɪʃən/
4220,sestavovatel,compiler,/kəmpaɪlɜːr/
4221,složitý,complex,/kɑːmplɛks/
4222,grafika,graphics,/græfɪks/
4223,shromáždění,assembly,/əseɪmbliː/
4224,(neu)stálý,constant,/kɑːnstənt/
4225,připomínkový,consultation,/kɑːnsəlteɪʃən/
4226,síň,chamber,/ʧeɪmbɜːr/
4227,nádoba,container,/kənteɪnɜːr/
4228,přítěž,liability,/laɪəbɪlɪtiː/
4229,(příkrý) rozdíl,contrast,/kɑːntrəst/
4230,sušenka,cookie,/kʊkiː/
4231,jádřinec,core,/kɔːr/
4232,hrabství (GB),county,/kaʊntiː/
4233,stvoření (Bohem),creation,/kriːeɪʃən/
4234,roztomilý,cute,/kjuːt/
4235,drahý,dear,/dɪr/
4236,debata,debate,/dəbeɪt/
4237,demokracie,democracy,/dɪmɑːkrəsiː/
4238,popis,description,/dɪskrɪpʃən/
4239,stavební investor,developer,/dɪveɪləpɜːr/
4240,ďábel,devil,/deɪvəl/
4241,režisér,director,/dɜːreɪktɜːr/
4242,postižení,disability,/dɪsəbɪlɪtiː/
4243,vévoda,duke,/duːk/
4244,činitel,factor,/fæktɜːr/
4245,ozvěna,echo,/eɪkəʊ/
4246,vchod,entrance,/eɪntrəns/
4247,epizoda,episode,/eɪpəsəʊd/
4248,vlohy,faculty,/fækəltiː/
4249,festival,festival,/feɪstəvəl/
4250,(na)plnit se,fill,/fɪl/
4251,nálezce,finder,/faɪndɜːr/
4252,prst (na ruce,finger,/fɪŋgɜːr/
4253,formát,format,/fɔːrmæt/
4254,fórum,forum,/fɔːrəm/
4255,podvod,fraud,/frɔːd/
4256,(ozubený) převod,gear,/gɪr/
4257,rodopis,genealogy,/ʤiːniːɑːləʤiː/
4258,generátor,generator,/ʤeɪnɜːreɪtɜːr/
4259,graf,graph,/græf/
4260,hlavička,header,/heɪdɜːr/
4261,parametr(ový),parameter,/pɜːræmətɜːr/
4262,režim,regime,/rəʒiːm/
4263,kaple,chapel,/ʧæpəl/
4264,ožehnout (jídlo ap.) (lehce spálit pečením),char,/ʧɑːr/
4265,skladba,composition,/kɑːmpəzɪʃən/
4266,ikona,icon,/aɪkɑːn/
4267,totožnost,identity,/aɪdeɪntɪtiː/
4268,zaujatost,bias,/baɪəs/
4269,prohlédnutí,inspection,/ɪnspeɪkʃən/
4270,úmysl,intent,/ɪnteɪnt/
4271,výklad,interpretation,/ɪntɜːrprɪteɪʃən/
4272,křižovatka,junction,/ʤʌŋkʃən/
4273,jurisdikce,jurisdiction,/ʤʊrəsdɪkʃən/
4274,bankovnictví,banking,/bæŋkɪŋ/
4275,odkaz,legacy,/leɪgəsiː/
4276,lesba,lesbian,/leɪzbiːən/
4277,přímočarý,linear,/lɪniːɜːr/
4278,lokalizátor,locator,/ləʊkeɪtɜːr/
4279,obesílání poštou,mailing,/meɪlɪŋ/
4280,ruční,manual,/mænjuːəl/
4281,(o)kraj (stránky ap.),margin,/mɑːrʤən/
4282,řízený,managed,/mænəʤd/
4283,stěhování,migration,/maɪgreɪʃən/
4284,mlýn,mill,/mɪl/
4285,šlohnout,nick,/nɪk/
4286,normální,normal,/nɔːrməl/
4287,dub,oak,/əʊk/
4288,uspořádání (prvků ap.),ordering,/ɔːrdɜːrɪŋ/
4289,orgán(ový),organ,/ɔːrgən/
4290,dlaň,palm,/pɑːm/
4291,kámoš (slang.),pal,/pæl/
4292,pánev,pan,/pæn/
4293,účastník,participant,/pɑːrtɪsəpənt/
4294,koláč,pie,/paɪ/
4295,chcát,piss,/pɪs/
4296,průzkum veřejného mínění o čem,poll,/pəʊl/
4297,předpremiéra,preview,/priːvjuː/
4298,tiskárna,printer,/prɪntɜːr/
4299,zastoupení,representation,/rɛprəzɛnteɪʃən/
4300,republika,republic,/riːpʌblək/
4301,pruh,strip,/strɪp/
4302,předkrm,starter,/stɑːrtɜːr/
4303,spoušť,trigger,/trɪgɜːr/
4304,vysokoškolský,undergraduate,/əndɜːrgræʤəwət/
4305,dílna,workshop,/wɜːrkʃɑːp/
4306,část,bit,/bɪt/
4307,(za/o)rámovat,frame,/freɪm/
4308,kontrola,control,/kəntrəʊl/
4309,přístroj,appliance,/əplaɪəns/
4310,oblouk,arc,/ɑːrk/
4311,ujištění,assurance,/əʃʊrəns/
4312,pozornost,attention,/əteɪnʃən/
4313,rána,bang,/bæŋ/
4314,o(b)vázání,binding,/baɪndɪŋ/
4315,koš,bin,/bɪn/
4316,čepel,blade,/bleɪd/
4317,dohodce,broker,/brəʊkɜːr/
4318,tlumič nárazů,buffer,/bʌfɜːr/
4319,uklízeč(ka),cleaner,/kliːnɜːr/
4320,shluk,cluster,/klʌstɜːr/
4321,zakládat podstatu,constitute,/kɑːnstətuːt/
4322,zhotovitel,contractor,/kɑːntræktɜːr/
4323,zástupce,deputy,/deɪpjətiː/
4324,lišit se,differ,/dɪfɜːr/
4325,oblast,domain,/dəʊmeɪn/
4326,(z)redigovat,edit,/eɪdət/
4327,entita,entity,/eɪntətiː/
4328,vlastní kapitál,equity,/eɪkwətiː/
4329,založení,establishment,/ɪstæblɪʃmənt/
4330,překročit,exceed,/ɪksiːd/
4331,poprava,execution,/ɛksəkjuːʃən/
4332,představa,fantasy,/fæntəsiː/
4333,fax (zpráva i přístroj),fax,/fæks/
4334,drapérie,hanging,/hæŋɪŋ/
4335,dotaz,inquiry,/ɪnkwaɪriː/
4336,klenoty,jewelry,/ʤuːəlriː/
4337,smyčka,loop,/luːp/
4338,mariňák,marine,/mɜːriːn/
4339,konkrétní,particular,/pɜːrtɪkjəlɜːr/
4340,pěšina,path,/pæθ/
4341,trest (za porušení pravidel ap.),penalty,/peɪnəltiː/
4342,špendlík,pin,/pɪn/
4343,držení,possession,/pəzeɪʃən/
4344,keramika,pottery,/pɑːtɜːriː/
4345,(za)opatření,provision,/prəvɪʒən/
4346,zábradlí,rail,/reɪl/
4347,krysa (i člověk),rat,/ræt/
4348,zmiňovat (se) o,refer,/rəfɜːr/
4349,utrpení,suffering,/sʌfɜːrɪŋ/
4350,dohlížitel,supervisor,/suːpɜːrvaɪzɜːr/
4351,meč,sword,/sɔːrd/
4352,vyučování,teaching,/tiːʧɪŋ/
4353,dospívající,teen,/tiːn/
4354,plavidlo,vessel,/veɪsəl/
4355,vyžádat si/vyžadovat (pozornost ap.),warrant,/wɔːrənt/
4356,oznámit,announce,/ənaʊns/
4357,výbuch,blast,/blæst/
4358,oprava,correction,/kɜːreɪkʃən/
4359,křivka,curve,/kɜːrv/
4360,adresář(ový),directory,/dɜːreɪktɜːriː/
4361,vydání,edition,/ədɪʃən/
4362,spolek,fellowship,/feɪləʊʃɪp/
4363,pokácet,fell,/feɪl/
4364,lidová hudba,folk,/fəʊk/
4365,obdoba,parallel,/peɪrəlɛl/
4366,zástrčka,plug,/plʌg/
4367,pojistní,premium,/priːmiːəm/
4368,provaz,string,/strɪŋ/
4369,něžný,tender,/teɪndɜːr/
4370,užitek,utility,/juːtɪlətiː/
4371,animace,animation,/ænəmeɪʃən/
4372,(celá) řada,array,/ɜːreɪ/
4373,směrem k(e),toward,/təwɔːrd/
4374,bar,bar,/bɑːr/
4375,způsoby (chování),bearing,/beɪrɪŋ/
4376,východ,exit,/eɪgzɪt/
4377,poduška (na razítka,pad,/pæd/
4378,(vy)sát,suck,/sʌk/
4379,avenue,avenue,/ævənuː/
4380,a,and,/ənd/
4381,věřit,believe,/bɪliːv/
4382,šat(y),clothes,/kləʊðz/
4383,spoléhání (se),depending,/dɪpeɪndɪŋ/
4384,dialog(ový),dialogue,/daɪəlɔːg/
4385,nalezení,finding,/faɪndɪŋ/
4386,největší,greatest,/greɪtəst/
4387,on,he,/hiː/
4388,později,later,/leɪtɜːr/
4389,devět,nine,/naɪn/
4390,politika,politics,/pɑːlətɪks/
4391,poskytovaný,provided,/prəvaɪdɪd/
4392,spolehnout (se),rely,/rɪlaɪ/
4393,úspory,savings,/seɪvɪŋz/
4394,směrem k(e),towards,/təwɔːrdz/
4395,byl(a),was,/wɑːz/
4396,uvážený,advised,/ədvaɪzd/
4397,zodpovězený,answered,/ænsɜːrd/
4398,porovnávaný,compared,/kəmpeɪrd/
4399,konstruovaný,constructed,/kənstrʌktəd/
4400,odepřený,denied,/dɪnaɪd/
4401,zadaný (výp.),entered,/eɪntɜːrd/
4402,to nejlepší,finest,/faɪnəst/
4403,lidi,folks,/fəʊks/
4404,větší,greater,/greɪtɜːr/
4405,nejvyšší (fyzicky či úrovní),highest,/haɪəst/
4406,pověšený,hung,/hʌŋ/
4407,poslední,latest,/leɪtəst/
4408,s jakým životem,lived,/lɪvd/
4409,nocleh (hl. na více nocí),lodging,/lɑːʤɪŋ/
4410,opatření,measures,/meɪʒɜːrz/
4411,o hodně,miles,/maɪlz/
4412,(po)starší,older,/əʊldɜːr/
4413,oškubaný,pulled,/pʊld/
4414,šestý,sixth,/sɪksθ/
4415,hledaný,sought,/sɔːt/
4416,uchvacující,taking,/teɪkɪŋ/
4417,kosmetika (přípravky),cosmetics,/kɑːzmeɪtɪks/
4418,džínsy,jeans,/ʤiːnz/
4419,(smluvní) podmínky,terms,/tɜːrmz/
4420,ten,the,/ðə/
4421,blond,blonde,/blɑːnd/
4422,dynamika,dynamics,/daɪnæmɪks/
4423,prostředek,means,/miːnz/
4424,zvolit si,opt,/ɑːpt/
4425,salon(ní),salon,/səlɑːn/
4426,spousta čeho,numbers,/nʌmbɜːrz/
4427,povinnosti ze smlouvy,obligations,/ɑːbləgeɪʃənz/
4428,zásady politiky,policies,/pɑːləsiːz/
4429,soudní řízení,proceedings,/prəʊsiːdɪŋz/
4430,odkazuje,refers,/rəfɜːrz/
4431,předpisy,regulations,/rɛgjəleɪʃənz/
4432,cenné papíry (akcie ap.),securities,/sɪkjʊrətiːz/
4433,zásahy,violations,/vaɪəleɪʃənz/
4434,kroky,approaches,/əprəʊʧəz/
4435,zákony,codes,/kəʊdz/
4436,podminky sml dulezitejsi,conditions,/kəndɪʃənz/
4437,zvyky,customs,/kʌstəmz/
4438,instituce,institutions,/ɪnstɪtuːʃənz/
4439,zájmové skupiny,interests,/ɪntrəsts/
4440,příjmy,revenues,/reɪvənuːz/
4441,prsa,breasts,/breɪsts/
4442,součásti,components,/kəmpəʊnənts/
4443,výpočetní technika,computers,/kəmpjuːtɜːrz/
4444,žebro,costa,/kɔːstɑː/
4445,očekávání,expectations,/ɛkspɛkteɪʃənz/
